,Name,Link,Type
671,"ALLEN,MrWilliam Henry",https://www.encyclopedia-titanica.org/titanic-victim/william-henry-allen.html,titanic-victim
672,"ALLUM,MrOwen George",https://www.encyclopedia-titanica.org/titanic-victim/owen-george-allum.html,titanic-victim
673,"ANDERSEN,MrAlbert Kaurin",https://www.encyclopedia-titanica.org/titanic-victim/albert-karvin-andersen.html,titanic-victim
674,"ANDERSEN (JENSEN),MissCarla Christine Nielsine",https://www.encyclopedia-titanica.org/titanic-survivor/carla-jensen.html,titanic-survivor
675,"ANDERSSON,MissErna Alexandra",https://www.encyclopedia-titanica.org/titanic-survivor/erna-andersson.html,titanic-survivor
676,"ANDERSSON,MrJohan Samuel",https://www.encyclopedia-titanica.org/titanic-victim/johan-samuel-andersson.html,titanic-victim
677,"ANDERSSON,MissIda Augusta Margareta",https://www.encyclopedia-titanica.org/titanic-victim/ida-augusta-margareta-andersson.html,titanic-victim
678,"ANDERSSON,MrAnders Johan",https://www.encyclopedia-titanica.org/titanic-victim/anders-andersson.html,titanic-victim
679,"ANDERSSON,MrsAlfrida Konstantia Brogren",https://www.encyclopedia-titanica.org/titanic-victim/alfrida-konstantia-brogren-andersson.html,titanic-victim
680,"ANDERSSON,MissSigrid Elisabeth",https://www.encyclopedia-titanica.org/titanic-victim/sigrid-elisabeth-andersson.html,titanic-victim
681,"ANDERSSON,MissIngeborg Constanzia",https://www.encyclopedia-titanica.org/titanic-victim/ingeborg-constanzia-andersson.html,titanic-victim
682,"ANDERSSON,MissEbba Iris Alfrida",https://www.encyclopedia-titanica.org/titanic-victim/ebba-iris-alfrida-andersson.html,titanic-victim
683,"ANDERSSON,MasterSigvard Harald Elias",https://www.encyclopedia-titanica.org/titanic-victim/sigvard-harald-elias-andersson.html,titanic-victim
684,"ANDERSSON,MissEllis Anna Maria",https://www.encyclopedia-titanica.org/titanic-victim/ellis-anna-maria-andersson.html,titanic-victim
685,"ANDREASSON,MrPål Edvin",https://www.encyclopedia-titanica.org/titanic-victim/paul-edvin-andreasson.html,titanic-victim
686,"ARNOLD-FRANCHI,MrJosef",https://www.encyclopedia-titanica.org/titanic-victim/josef-arnold-franchi.html,titanic-victim
687,"ARNOLD-FRANCHI,MrsJosefine",https://www.encyclopedia-titanica.org/titanic-victim/josefine-arnold-franchi.html,titanic-victim
688,"ARONSSON,MrErnst Axel Algot",https://www.encyclopedia-titanica.org/titanic-victim/ernst-axel-algot-aronsson.html,titanic-victim
689,"ASIM,MrAdola",https://www.encyclopedia-titanica.org/titanic-victim/adola-asim.html,titanic-victim
690,"ASPLUND,MasterEdvin Rojj Felix",https://www.encyclopedia-titanica.org/titanic-survivor/edvin-rojj-felix-asplund.html,titanic-survivor
691,"ASPLUND,MrJohan Charles",https://www.encyclopedia-titanica.org/titanic-survivor/johan-charles-asplund.html,titanic-survivor
692,"ASPLUND,MrCarl Oscar Vilhelm Gustafsson",https://www.encyclopedia-titanica.org/titanic-victim/carl-asplund.html,titanic-victim
693,"ASPLUND,MrsSelma Augusta Emilia",https://www.encyclopedia-titanica.org/titanic-survivor/selma-augusta-emilia-asplund.html,titanic-survivor
694,"ASPLUND,MasterCarl Edgar",https://www.encyclopedia-titanica.org/titanic-victim/carl-edgar-asplund.html,titanic-victim
695,"ASPLUND,MasterFilip Oscar",https://www.encyclopedia-titanica.org/titanic-victim/filip-oscar-asplund.html,titanic-victim
696,"ASPLUND,MasterClarence Gustaf Hugo",https://www.encyclopedia-titanica.org/titanic-victim/clarence-gustaf-hugo-asplund.html,titanic-victim
697,"ASPLUND,MissLillian Gertrud",https://www.encyclopedia-titanica.org/titanic-survivor/lillian-gertrud-asplund.html,titanic-survivor
698,"ASSAM,MrAli",https://www.encyclopedia-titanica.org/titanic-victim/ali-assam.html,titanic-victim
699,"ATĀ ALLĀH,MissMalakah",https://www.encyclopedia-titanica.org/titanic-victim/malake-attalah.html,titanic-victim
700,"ATTALA,MrSleiman Khalil",https://www.encyclopedia-titanica.org/titanic-victim/sleiman-attala.html,titanic-victim
701,"AUGUSTSSON,MrAlbert",https://www.encyclopedia-titanica.org/titanic-victim/albert-augustsson.html,titanic-victim
702,"AYYŪB-DĀHIR,MissBannūrah",https://www.encyclopedia-titanica.org/titanic-survivor/banoura-ayoub-daher.html,titanic-survivor
703,"BACKSTRÖM,MrKarl Alfred",https://www.encyclopedia-titanica.org/titanic-victim/karl-alfred-backstrom.html,titanic-victim
704,"BACKSTRÖM,MrsMaria Mathilda",https://www.encyclopedia-titanica.org/titanic-survivor/maria-mathilda-backstrom.html,titanic-survivor
705,"BADMAN,MissEmily Louisa",https://www.encyclopedia-titanica.org/titanic-survivor/emily-badman.html,titanic-survivor
706,"BADT,MrMohamed",https://www.encyclopedia-titanica.org/titanic-victim/mohamed-badt.html,titanic-victim
707,"BALIKIĆ,MrĆerim",https://www.encyclopedia-titanica.org/titanic-victim/cerin-balkic.html,titanic-victim
708,"BARBARA,MrsCatherine David",https://www.encyclopedia-titanica.org/titanic-victim/catherine-david-barbara.html,titanic-victim
709,"BARBARA,MissSaiide",https://www.encyclopedia-titanica.org/titanic-victim/saiide-barbara.html,titanic-victim
710,"BARRY,MissJulia",https://www.encyclopedia-titanica.org/titanic-victim/julia-barry.html,titanic-victim
711,"BARTON,MrDavid John",https://www.encyclopedia-titanica.org/titanic-victim/david-john-barton.html,titanic-victim
712,"BATOSHEV,MrHristo Lalev",https://www.encyclopedia-titanica.org/titanic-victim/hristo-lalev-batoshev.html,titanic-victim
713,"BAZZĪ,MrRashīd Al-Hāj 'Adb al-Husayn",https://www.encyclopedia-titanica.org/titanic-victim/raihed-razi.html,titanic-victim
714,"BEAVAN,MrWilliam Thomas",https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-beavan.html,titanic-victim
715,"BENGTSSON,MrJan Viktor",https://www.encyclopedia-titanica.org/titanic-victim/johan-viktor-bengtsson.html,titanic-victim
716,"BERGLUND,MrKarl Ivar Sven",https://www.encyclopedia-titanica.org/titanic-victim/karl-ivar-sven-berglund.html,titanic-victim
717,"BING,MrLee",https://www.encyclopedia-titanica.org/titanic-survivor/lee-bing.html,titanic-survivor
718,"BIRKELAND,MrHans Martin Monsen",https://www.encyclopedia-titanica.org/titanic-victim/hans-martin-monsen-birkeland.html,titanic-victim
719,"BJÖRKLUND,MrErnst Heribert",https://www.encyclopedia-titanica.org/titanic-victim/ernst-herbert-bjorklund.html,titanic-victim
720,"BOSTANDJIEV,MrGencho",https://www.encyclopedia-titanica.org/titanic-victim/guentcho-bostandyeff.html,titanic-victim
721,"BOULOS,MrHanna",https://www.encyclopedia-titanica.org/titanic-victim/boulos-hanna.html,titanic-victim
722,"BOURKE,MrJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-bourke.html,titanic-victim
723,"BOURKE,MrsCatherine",https://www.encyclopedia-titanica.org/titanic-victim/catherine-bourke.html,titanic-victim
724,"BOURKE,MissMary",https://www.encyclopedia-titanica.org/titanic-victim/mary-bourke.html,titanic-victim
725,"BOWEN,MrDavid John 'Dai'",https://www.encyclopedia-titanica.org/titanic-victim/david-john-dai-bowen.html,titanic-victim
726,"BRADLEY,MissBridget",https://www.encyclopedia-titanica.org/titanic-survivor/bridget-bradley.html,titanic-survivor
727,"BRAF,MissElin Ester Maria",https://www.encyclopedia-titanica.org/titanic-victim/elin-ester-maria-braf.html,titanic-victim
728,"BRAUND,MrLewis Richard",https://www.encyclopedia-titanica.org/titanic-victim/lewis-richard-braund.html,titanic-victim
729,"BRAUND,MrOwen Harris",https://www.encyclopedia-titanica.org/titanic-victim/owen-harris-braund.html,titanic-victim
730,"BROBÄCK,MrKarl Rudolf",https://www.encyclopedia-titanica.org/titanic-victim/karl-rudolf-brobeck.html,titanic-victim
731,"BROCKLEBANK,MrWilliam Alfred",https://www.encyclopedia-titanica.org/titanic-victim/william-alfred-brocklebank.html,titanic-victim
732,"BUCKLEY,MrDaniel",https://www.encyclopedia-titanica.org/titanic-survivor/daniel-buckley.html,titanic-survivor
733,"BUCKLEY,MissCatherine",https://www.encyclopedia-titanica.org/titanic-victim/katherine-buckley.html,titanic-victim
734,"BŪLUS,MrsSultānah",https://www.encyclopedia-titanica.org/titanic-victim/sultana-boulos.html,titanic-victim
735,"BŪLUS,MissNūr al-'ayn",https://www.encyclopedia-titanica.org/titanic-victim/nourelain-boulos.html,titanic-victim
736,"BŪLUS,MasterAkar",https://www.encyclopedia-titanica.org/titanic-victim/akar-boulos.html,titanic-victim
737,"BURKE,MrJeremiah",https://www.encyclopedia-titanica.org/titanic-victim/jeremiah-burke.html,titanic-victim
738,"BURNS,MissMary Delia",https://www.encyclopedia-titanica.org/titanic-victim/mary-delia-burns.html,titanic-victim
739,"BUTRUS-KA'WĪ,MrTannūs",https://www.encyclopedia-titanica.org/titanic-victim/tannous-betros.html,titanic-victim
740,"ČAČIĆ,MrJego Grga",https://www.encyclopedia-titanica.org/titanic-victim/jego-grga-cacic.html,titanic-victim
741,"ČAČIĆ,MrLuka",https://www.encyclopedia-titanica.org/titanic-victim/luka-cacic.html,titanic-victim
742,"ČAČIĆ,MissMarija",https://www.encyclopedia-titanica.org/titanic-victim/marija-cacic.html,titanic-victim
743,"ČAČIĆ,MissManda",https://www.encyclopedia-titanica.org/titanic-victim/manda-cacic.html,titanic-victim
744,"ČALIĆ,MrPetar",https://www.encyclopedia-titanica.org/titanic-victim/petar-calic.html,titanic-victim
745,"ČALIĆ,MrJovo",https://www.encyclopedia-titanica.org/titanic-victim/jovo-calic.html,titanic-victim
746,"CANAVAN,MissMary",https://www.encyclopedia-titanica.org/titanic-victim/mary-canavan.html,titanic-victim
747,"CANAVAN,MrPatrick",https://www.encyclopedia-titanica.org/titanic-victim/patrick-canavan.html,titanic-victim
748,"CANN,MrErnest",https://www.encyclopedia-titanica.org/titanic-victim/ernest-cann.html,titanic-victim
749,"CARAM,MrJoseph",https://www.encyclopedia-titanica.org/titanic-victim/joseph-caram.html,titanic-victim
750,"CARAM,MrsMaria Elias",https://www.encyclopedia-titanica.org/titanic-victim/maria-elias-caram.html,titanic-victim
751,"CARLSSON,MrCarl Robert",https://www.encyclopedia-titanica.org/titanic-victim/carl-robert-carlsson.html,titanic-victim
752,"CARLSSON,MrAugust Sigfrid",https://www.encyclopedia-titanica.org/titanic-victim/august-sigfrid-carlsson.html,titanic-victim
753,"CARR,MissJane",https://www.encyclopedia-titanica.org/titanic-victim/jane-carr.html,titanic-victim
754,"CARVER,MrAlfred John",https://www.encyclopedia-titanica.org/titanic-victim/alfred-john-carver.html,titanic-victim
755,"CELOTTI,MrFrancesco",https://www.encyclopedia-titanica.org/titanic-victim/francesco-celotti.html,titanic-victim
756,"CHARTERS,MrDavid",https://www.encyclopedia-titanica.org/titanic-victim/david-charters.html,titanic-victim
757,"CHIP,MrChang",https://www.encyclopedia-titanica.org/titanic-survivor/chang-chip.html,titanic-survivor
758,"CHRISTMANN,MrEmil",https://www.encyclopedia-titanica.org/titanic-victim/emil-christmann.html,titanic-victim
759,"CHRONOPOULOS,MrApostolos M.",https://www.encyclopedia-titanica.org/titanic-victim/apostolos-chronopoulos.html,titanic-victim
760,"CHRONOPOULOS,MrDimitrios M.",https://www.encyclopedia-titanica.org/titanic-victim/dimitrios-chronopoulos.html,titanic-victim
761,"COELHO,MrDomingos Fernandeo",https://www.encyclopedia-titanica.org/titanic-victim/domingos-fernandeo-coelho.html,titanic-victim
762,"COHEN,MrGurshon",https://www.encyclopedia-titanica.org/titanic-survivor/gurshon-gus-cohen.html,titanic-survivor
763,"COLBERT,MrPatrick",https://www.encyclopedia-titanica.org/titanic-victim/patrick-colbert.html,titanic-victim
764,"CONLIN,MrThomas Henry",https://www.encyclopedia-titanica.org/titanic-victim/thomas-henry-conlin.html,titanic-victim
765,"CONNAUGHTON,MrMichael",https://www.encyclopedia-titanica.org/titanic-victim/michael-connaughton.html,titanic-victim
766,"CONNOLLY,MissCatherine",https://www.encyclopedia-titanica.org/titanic-survivor/kate-connolly.html,titanic-survivor
767,"CONNOLLY,MissKate",https://www.encyclopedia-titanica.org/titanic-victim/kate-connolly-2.html,titanic-victim
768,"CONNORS,MrPatrick",https://www.encyclopedia-titanica.org/titanic-victim/patrick-connors.html,titanic-victim
769,"COOK,MrJacob",https://www.encyclopedia-titanica.org/titanic-victim/jacob-cook.html,titanic-victim
770,"ČOR,MrBartol",https://www.encyclopedia-titanica.org/titanic-victim/bartol-cor.html,titanic-victim
771,"ČOR,MrIvan",https://www.encyclopedia-titanica.org/titanic-victim/ivan-cor.html,titanic-victim
772,"ČOR,MrLiudevit",https://www.encyclopedia-titanica.org/titanic-victim/liudevit-cor.html,titanic-victim
773,"CORNBLATT,MrHarris",https://www.encyclopedia-titanica.org/titanic-victim/harry-corn.html,titanic-victim
774,"CORR,MissEllen",https://www.encyclopedia-titanica.org/titanic-survivor/helen-corr.html,titanic-survivor
775,"COUTTS,MrsMinnie",https://www.encyclopedia-titanica.org/titanic-survivor/minnie-coutts.html,titanic-survivor
776,"COUTTS,MasterWilliam Loch",https://www.encyclopedia-titanica.org/titanic-survivor/william-coutts.html,titanic-survivor
777,"COUTTS,MasterNeville Leslie",https://www.encyclopedia-titanica.org/titanic-survivor/leslie-coutts.html,titanic-survivor
778,"COXON,MrDaniel",https://www.encyclopedia-titanica.org/titanic-victim/daniel-coxon.html,titanic-victim
779,"CREASE,MrErnest James",https://www.encyclopedia-titanica.org/titanic-victim/ernest-james-crease.html,titanic-victim
780,"CRIBB,MrJohn Hatfield",https://www.encyclopedia-titanica.org/titanic-victim/john-hatfield-cribb.html,titanic-victim
781,"CRIBB,MissLaura May",https://www.encyclopedia-titanica.org/titanic-survivor/laura-may-cribb.html,titanic-survivor
782,"ČULUMOVIĆ,MrJeso",https://www.encyclopedia-titanica.org/titanic-victim/jeso-culumovic.html,titanic-victim
783,"DĀHIR,MrṬannūs",https://www.encyclopedia-titanica.org/titanic-victim/tannous-daher.html,titanic-victim
784,"DAHL,MrCharles Edward",https://www.encyclopedia-titanica.org/titanic-survivor/charles-edward-dahl.html,titanic-survivor
785,"DAHLBERG,MissGerda Ulrika",https://www.encyclopedia-titanica.org/titanic-victim/gerda-ulrika-dahlberg.html,titanic-victim
786,"DAKIĆ,MrBranko",https://www.encyclopedia-titanica.org/titanic-victim/branko-dakic.html,titanic-victim
787,"DALY,MissMargaret",https://www.encyclopedia-titanica.org/titanic-survivor/maggie-daly.html,titanic-survivor
788,"DALY,MrEugene Patrick",https://www.encyclopedia-titanica.org/titanic-survivor/eugene-patrick-daly.html,titanic-survivor
789,"DANBOM,MrErnst Gilbert",https://www.encyclopedia-titanica.org/titanic-victim/ernst-gilbert-danbom.html,titanic-victim
790,"DANBOM,MrsAnna Sigrid Maria",https://www.encyclopedia-titanica.org/titanic-victim/anna-sigrid-maria-danbom.html,titanic-victim
791,"DANBOM,MasterGilbert Sigvard Emanuel",https://www.encyclopedia-titanica.org/titanic-victim/gilbert-sigvard-emanuel-danbom.html,titanic-victim
792,"DAVIES,MrEvan Lewis",https://www.encyclopedia-titanica.org/titanic-victim/evan-davies.html,titanic-victim
793,"DAVIES,MrAlfred James",https://www.encyclopedia-titanica.org/titanic-victim/alfred-davies.html,titanic-victim
794,"DAVIES,MrJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-davies.html,titanic-victim
795,"DAVIES,MrJoseph",https://www.encyclopedia-titanica.org/titanic-victim/joseph-davies.html,titanic-victim
796,"DAVISON,MrThomas Henry",https://www.encyclopedia-titanica.org/titanic-victim/thomas-henry-davison.html,titanic-victim
797,"DAVISON,MrsMary Elizabeth",https://www.encyclopedia-titanica.org/titanic-survivor/mary-davison.html,titanic-survivor
798,"DE MESSEMAEKER,MrGuillaume Joseph",https://www.encyclopedia-titanica.org/titanic-survivor/guillaume-de-messemaeker.html,titanic-survivor
799,"DE MESSEMAEKER,MrsAnna",https://www.encyclopedia-titanica.org/titanic-survivor/anna-de-messemaeker.html,titanic-survivor
800,"DE MULDER,MrTheodoor",https://www.encyclopedia-titanica.org/titanic-survivor/theodoor-de-mulder.html,titanic-survivor
801,"DE PELSMAEKER,MrAlfons",https://www.encyclopedia-titanica.org/titanic-victim/alfons-de-pelsmaeker.html,titanic-victim
802,"DEAN,MrBertram Frank",https://www.encyclopedia-titanica.org/titanic-victim/bertram-frank-dean.html,titanic-victim
803,"DEAN,MrsEva Georgetta",https://www.encyclopedia-titanica.org/titanic-survivor/eva-georgetta-dean.html,titanic-survivor
804,"DEAN,MasterBertram Vere",https://www.encyclopedia-titanica.org/titanic-survivor/bertram-vere-dean.html,titanic-survivor
805,"DEAN,MissEliza Gladys Millvina",https://www.encyclopedia-titanica.org/titanic-survivor/millvina-dean.html,titanic-survivor
806,"DELALIĆ,MrRedžo",https://www.encyclopedia-titanica.org/titanic-victim/redjo-delalic.html,titanic-victim
807,"DENKOV,MrMityu",https://www.encyclopedia-titanica.org/titanic-victim/mityu-denkov.html,titanic-victim
808,"DENNIS,MrSamuel",https://www.encyclopedia-titanica.org/titanic-victim/samuel-dennis.html,titanic-victim
809,"DENNIS,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-dennis.html,titanic-victim
810,"DENOV,MrYoto",https://www.encyclopedia-titanica.org/titanic-victim/yoto-danoff.html,titanic-victim
811,"DEVANEY,MissMargaret Bedelia",https://www.encyclopedia-titanica.org/titanic-survivor/margaret-devaney.html,titanic-survivor
812,"DĪBŪ,MrIlyās",https://www.encyclopedia-titanica.org/titanic-victim/dibo-elias.html,titanic-victim
813,"DIKA,MrMirko",https://www.encyclopedia-titanica.org/titanic-victim/mirko-dika.html,titanic-victim
814,"DIMIĆ,MrJovan",https://www.encyclopedia-titanica.org/titanic-victim/jovan-dimic.html,titanic-victim
815,"DINCHEV,MrVulcho",https://www.encyclopedia-titanica.org/titanic-victim/vulcho-dinchev.html,titanic-victim
816,"DOHERTY,MrWilliam John",https://www.encyclopedia-titanica.org/titanic-victim/william-john-dougherty.html,titanic-victim
817,"DONOHOE,MissBridget",https://www.encyclopedia-titanica.org/titanic-victim/bridget-donohoe.html,titanic-victim
818,"DOOLEY,MrPatrick",https://www.encyclopedia-titanica.org/titanic-victim/patrick-dooley.html,titanic-victim
819,"DORKINGS,MrEdward Arthur",https://www.encyclopedia-titanica.org/titanic-survivor/edward-arthur-dorking.html,titanic-survivor
820,"DOWDELL,MissElizabeth",https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-dowdell.html,titanic-survivor
821,"DOYLE,MissMary Eliza",https://www.encyclopedia-titanica.org/titanic-victim/mary-eliza-doyle.html,titanic-victim
822,"DRAŽENOVIĆ,MrJozef",https://www.encyclopedia-titanica.org/titanic-victim/jozef-drazenovic.html,titanic-victim
823,"DRISCOLL,MissBridget",https://www.encyclopedia-titanica.org/titanic-survivor/bridget-driscoll.html,titanic-survivor
824,"DROPKIN,MissJennie",https://www.encyclopedia-titanica.org/titanic-survivor/jennie-dropkin.html,titanic-survivor
825,"DUQUEMIN,MrJoseph Pierre",https://www.encyclopedia-titanica.org/titanic-survivor/joseph-pierre-duquemin.html,titanic-survivor
826,"DWAN,MrFrank",https://www.encyclopedia-titanica.org/titanic-victim/frank-dwan.html,titanic-victim
827,"DYKER,MrAdolf Fredrik",https://www.encyclopedia-titanica.org/titanic-victim/adolf-fredrik-dyker.html,titanic-victim
828,"DYKER,MrsAnna Elisabeth Judith",https://www.encyclopedia-titanica.org/titanic-survivor/anna-elisabeth-judith-dyker.html,titanic-survivor
829,"EDVARDSSON,MrGustaf Hjalmar",https://www.encyclopedia-titanica.org/titanic-victim/gustaf-hjalmar-edvardsson.html,titanic-victim
830,"EKLUND,MrHans Linus",https://www.encyclopedia-titanica.org/titanic-victim/hans-linus-eklund.html,titanic-victim
831,"EKSTRÖM,MrJohan",https://www.encyclopedia-titanica.org/titanic-victim/johan-ekstrom.html,titanic-victim
832,"ELIAS,MrJoseph jr.",https://www.encyclopedia-titanica.org/titanic-victim/joseph-elias.html,titanic-victim
833,"ELIAS,MrJoseph",https://www.encyclopedia-titanica.org/titanic-victim/elias-joseph-shahin.html,titanic-victim
834,"ELIAS NASRALLAH,MrTannous",https://www.encyclopedia-titanica.org/titanic-victim/tannous-elias-nasrallah.html,titanic-victim
835,"ELSBURY,MrWilliam James",https://www.encyclopedia-titanica.org/titanic-victim/william-james-elsbury.html,titanic-victim
836,"EMANUEL,MissVirginia Ethel",https://www.encyclopedia-titanica.org/titanic-survivor/virginia-ethel-emanuel.html,titanic-survivor
837,"ESTANISLAU,MrManuel Gonçalves",https://www.encyclopedia-titanica.org/titanic-victim/manuel-goncalves-estanislau.html,titanic-victim
838,"EVERETT,MrThomas James",https://www.encyclopedia-titanica.org/titanic-victim/thomas-james-everett.html,titanic-victim
839,"FARDON,MrCharles Richard",https://www.encyclopedia-titanica.org/titanic-victim/charles-franklin.html,titanic-victim
840,"FARRELL,MrJames",https://www.encyclopedia-titanica.org/titanic-victim/jim-farrell.html,titanic-victim
841,"FINOLI,MrLuigi",https://www.encyclopedia-titanica.org/titanic-survivor/luigi-finoli.html,titanic-survivor
842,"FISCHER,MrEberhard Thelander",https://www.encyclopedia-titanica.org/titanic-victim/eberhard-fischer.html,titanic-victim
843,"FLEMING,MissHonor",https://www.encyclopedia-titanica.org/titanic-victim/honora-fleming.html,titanic-victim
844,"FLYNN,MrJames",https://www.encyclopedia-titanica.org/titanic-victim/james-flynn.html,titanic-victim
845,"FLYNN,MrJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-flynn.html,titanic-victim
846,"FOLEY,MrJoseph",https://www.encyclopedia-titanica.org/titanic-victim/joseph-foley.html,titanic-victim
847,"FOLEY,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-foley.html,titanic-victim
848,"FOO,MrChoong",https://www.encyclopedia-titanica.org/titanic-survivor/choong-foo.html,titanic-survivor
849,"FORD,MrArthur",https://www.encyclopedia-titanica.org/titanic-victim/arthur-ford.html,titanic-victim
850,"FORD,MrsMargaret Ann Watson",https://www.encyclopedia-titanica.org/titanic-victim/margaret-ann-watson-ford.html,titanic-victim
851,"FORD,MissDollina Margaret",https://www.encyclopedia-titanica.org/titanic-victim/dollina-margaret-ford.html,titanic-victim
852,"FORD,MrEdward Watson",https://www.encyclopedia-titanica.org/titanic-victim/edward-watson-ford.html,titanic-victim
853,"FORD,MrWilliam Neal Thomas",https://www.encyclopedia-titanica.org/titanic-victim/neal-thomas-ford.html,titanic-victim
854,"FORD,MissRobina Maggie",https://www.encyclopedia-titanica.org/titanic-victim/robina-maggie-ford.html,titanic-victim
855,"FOX,MrPatrick",https://www.encyclopedia-titanica.org/titanic-victim/patrick-fox.html,titanic-victim
856,"GALLAGHER,MrMartin",https://www.encyclopedia-titanica.org/titanic-victim/martin-gallagher.html,titanic-victim
857,"GARFIRTH,MrJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-garfirth.html,titanic-victim
858,"GEORGIEV,MrStenyu",https://www.encyclopedia-titanica.org/titanic-victim/stanio-gheorgheff.html,titanic-victim
859,"GILINSKI,MrEliezer",https://www.encyclopedia-titanica.org/titanic-victim/eliezer-gilinski.html,titanic-victim
860,"GILNAGH,MissKate",https://www.encyclopedia-titanica.org/titanic-survivor/katie-gilnagh.html,titanic-survivor
861,"GLYNN,MissMary Agatha",https://www.encyclopedia-titanica.org/titanic-survivor/mary-agatha-glynn.html,titanic-survivor
862,"GOLDSMITH,MrFrank John",https://www.encyclopedia-titanica.org/titanic-victim/frank-goldsmith.html,titanic-victim
863,"GOLDSMITH,MrsEmily Alice",https://www.encyclopedia-titanica.org/titanic-survivor/emily-goldsmith.html,titanic-survivor
864,"GOLDSMITH,MasterFrank John William",https://www.encyclopedia-titanica.org/titanic-survivor/frankie-goldsmith.html,titanic-survivor
865,"GOLDSMITH,MrNathan",https://www.encyclopedia-titanica.org/titanic-victim/nathan-goldsmith.html,titanic-victim
866,"GOODWIN,MrFrederick Joseph",https://www.encyclopedia-titanica.org/titanic-victim/frederick-joseph-goodwin.html,titanic-victim
867,"GOODWIN,MrsAugusta",https://www.encyclopedia-titanica.org/titanic-victim/augusta-goodwin.html,titanic-victim
868,"GOODWIN,MissLillian Augusta",https://www.encyclopedia-titanica.org/titanic-victim/lillian-amy-goodwin.html,titanic-victim
869,"GOODWIN,MrCharles Edward",https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-goodwin.html,titanic-victim
870,"GOODWIN,MasterWilliam Frederick",https://www.encyclopedia-titanica.org/titanic-victim/william-frederick-goodwin.html,titanic-victim
871,"GOODWIN,MissJessie Allis Mary",https://www.encyclopedia-titanica.org/titanic-victim/jessie-allis-goodwin.html,titanic-victim
872,"GOODWIN,MasterHarold Victor",https://www.encyclopedia-titanica.org/titanic-victim/harold-victor-goodwin.html,titanic-victim
873,"GOODWIN,MasterSidney Leslie",https://www.encyclopedia-titanica.org/titanic-victim/sidney-leslie-goodwin.html,titanic-victim
874,"GREEN,MrGeorge",https://www.encyclopedia-titanica.org/titanic-victim/george-green-passenger.html,titanic-victim
875,"GRØNNESTAD,MrDaniel Danielsen",https://www.encyclopedia-titanica.org/titanic-victim/daniel-danielsen-gronnestad.html,titanic-victim
876,"GUEST,MrStephen",https://www.encyclopedia-titanica.org/titanic-victim/robert-stephen-guest.html,titanic-victim
877,"GUSTAFSSON,MrKarl Gideon",https://www.encyclopedia-titanica.org/titanic-victim/karl-gideon-gustafsson.html,titanic-victim
878,"GUSTAFSSON,MrAlfred Ossian",https://www.encyclopedia-titanica.org/titanic-victim/alfred-ossian-gustafsson.html,titanic-victim
879,"GUSTAFSSON,MrAnders Vilhelm",https://www.encyclopedia-titanica.org/titanic-victim/anders-vilhelm-gustafsson.html,titanic-victim
880,"GUSTAFSSON,MrJohan Birger",https://www.encyclopedia-titanica.org/titanic-victim/johan-birger-gustafsson.html,titanic-victim
881,"HAAS,MissAloisia",https://www.encyclopedia-titanica.org/titanic-victim/aloisia-haas.html,titanic-victim
882,"HAGLAND,MrIngvald Olai Olsen",https://www.encyclopedia-titanica.org/titanic-victim/ingvald-olai-olsen-hagland.html,titanic-victim
883,"HAGLAND,MrKonrad Mathias Reiersen",https://www.encyclopedia-titanica.org/titanic-victim/konrad-hagland.html,titanic-victim
884,"HAKKARAINEN,MrPekka Pietari",https://www.encyclopedia-titanica.org/titanic-victim/pekka-pietari-hakkarainen.html,titanic-victim
885,"HAKKARAINEN,MrsElin Matilda",https://www.encyclopedia-titanica.org/titanic-survivor/elin-matilda-hakkarainen.html,titanic-survivor
886,"HAMPE,MrLéon Jérome",https://www.encyclopedia-titanica.org/titanic-victim/leon-jerome-hampe.html,titanic-victim
887,"ḤANNĀ,MrMubārik Sulaymān Abī Āsī",https://www.encyclopedia-titanica.org/titanic-survivor/borak-hannah.html,titanic-survivor
888,"ḤANNĀ AL-HĀJ,MrMansūr",https://www.encyclopedia-titanica.org/titanic-victim/mansour-hanna.html,titanic-victim
889,"HANSEN,MrClaus Peter",https://www.encyclopedia-titanica.org/titanic-victim/claus-peter-hansen.html,titanic-victim
890,"HANSEN,MrsJennie Louise",https://www.encyclopedia-titanica.org/titanic-survivor/jennie-louise-hansen.html,titanic-survivor
891,"HANSEN,MrHenry Damsgaard",https://www.encyclopedia-titanica.org/titanic-victim/henry-damsgaard-hansen.html,titanic-victim
892,"HANSEN,MrJens Henrik Marius Juul",https://www.encyclopedia-titanica.org/titanic-victim/henrik-juul-hansen.html,titanic-victim
893,"HARGADON,MissKate",https://www.encyclopedia-titanica.org/titanic-victim/kate-hargadon.html,titanic-victim
894,"HARKNETT,MissAlice Phoebe",https://www.encyclopedia-titanica.org/titanic-victim/alice-phoebe-harknett.html,titanic-victim
